-9.32277,2.15746,15.4885
0.178673,7.16191,10.6672
-1.41835,-2.89983,4.33505
8.76334,1.89243,6.7365
0.748791,7.4462,14.2511
0.120362,9.29581,12.1398
6.24924,15.8655,8.8823
-13.3905,2.96316,7.7634
-1.59589,1.49665,4.85432
6.86123,13.2802,6.4996
-7.0131,4.54542,5.06657
0.0645784,8.27555,8.92187
1.43261,1.03341,8.22168
10.2428,-2.99712,3.54428
-0.485111,-4.7516,9.95141
-4.94549,6.50172,13.9621
2.05173,4.24147,8.72369
-6.44527,-8.25241,5.21476
-5.95362,-15.988,4.4957
-4.47072,-9.31853,3.4696
2.69236,-3.55674,1.64342
6.04953,16.6411,8.86795
2.30848,0.000690105,12.3624
14.0894,2.06087,10.5228
7.20839,0.748307,2.78683
-13.9335,-1.39386,7.42149
-13.1579,-2.0187,8.05073
14.4885,-2.42562,3.64892
-8.79653,5.53895,12.3263
0.555909,2.50418,1.93465
0.717099,-0.241372,9.35676
3.5652,0.447436,3.91264
12.228,-9.05927,12.8514
7.56349,1.17455,11.3772
-0.829164,15.9674,8.27717
-2.85269,6.12546,11.1528
-8.11143,5.48737,2.21501
10.0465,6.38218,12.1969
-15.2933,4.47111,10.5951
3.75477,15.6886,6.39827
11.5106,-12.1729,6.68503
8.73173,5.86532,3.98512
1.56375,-3.08964,8.60149
-3.18055,2.96283,4.89718
3.03877,0.752661,4.73554
11.8769,9.80949,4.46692
1.9588,-3.25548,3.15303
-1.81051,-1.97362,4.95612
-11.5055,7.25846,5.88941
2.17835,-2.0319,7.94319
-0.993694,-15.2459,6.32088
-1.87317,-9.97882,11.2126
-1.61856,3.72562,4.42535
10.837,-0.999706,6.59047
2.14683,1.66717,2.11728
1.83427,-4.95535,3.28969
-0.795926,-4.22723,9.42113
-8.75615,5.912,9.71309
3.73733,-6.19117,9.53932
16.1106,-4.96319,1.44703
-8.53983,6.30007,8.20701
0.0254512,0.0204898,2.72589
-11.3105,11.4431,11.5324
-10.2931,8.55388,6.2581
-7.89148,-6.07389,11.8266
0.516553,-1.20638,1.76079
-5.20432,-0.503564,6.17331
7.49843,4.06104,2.15979
-13.5733,7.45396,6.783
7.95069,1.75663,3.11766
-10.443,-4.92097,11.2663
4.90885,9.7735,4.35612
1.17922,-2.54171,6.84007
-7.35994,8.42123,9.66998
2.47747,4.17422,5.26869
13.0438,-9.07728,4.80406
-7.87337,-5.14087,9.2981
-4.35234,10.4728,1.71697
0.618512,2.2822,4.02943
-18.3398,-4.11877,5.72079
10.3104,-1.80502,15.2484
13.0897,6.96361,6.24952
-7.04196,-12.3715,7.11944
0.464026,10.0482,4.94644
16.0757,4.69445,3.86495
-5.6309,-14.764,8.67437
4.80736,-3.17139,14.4222
-5.52389,-4.3411,3.46721
-10.9895,-10.664,3.68764
-11.1373,-7.37879,2.36737
-4.32071,-15.0158,4.77081
-4.79648,8.7779,5.4437
1.85393,-2.48827,3.0493
10.8351,-8.66022,8.97271
-4.9838,0.0845996,4.26307
1.71871,0.124515,7.60511
-12.1758,10.9809,4.39967
14.7627,8.80654,3.75172
-2.82904,10.8126,7.26613
-0.997664,1.00978,1.08774
-0.682613,-4.94917,5.76696
3.1903,-12.1253,10.0084
10.3401,-3.53467,1.04491
2.35512,1.47528,1.97317
-7.33085,-9.55662,9.73995
6.16971,-10.7232,11.8941
-0.32966,-7.74239,12.898
-0.150429,-8.02929,4.19195
3.30094,-9.21438,5.0558
2.82148,-1.82083,4.14661
3.7985,1.1631,12.081
0.768284,3.11442,1.84033
11.3313,-9.51774,5.85069
-14.1542,6.3365,5.6819
9.37728,4.09691,7.45911
1.49187,8.1685,5.21311
-7.97553,12.1746,7.31588
-6.9217,-2.23253,5.615
-3.43385,-1.67358,10.9597
0.450099,-1.08278,1.82924
-7.43139,-2.77027,10.965
3.06073,0.124946,8.72596
2.5395,3.86775,7.26867
2.86733,8.06967,0.618898
12.1634,-8.0444,12.2074
1.52292,6.1545,3.7506
14.393,-8.07564,6.5162
5.57795,-0.689421,6.09289
-2.07084,-1.22345,4.5924
-17.2134,-1.41132,6.69422
4.40405,-3.66699,14.7982
6.39047,-4.01378,6.78172
-6.35538,16.3277,4.55446
2.36482,-6.85961,10.2502
-7.53362,-2.5047,6.98263
2.05285,-2.59266,1.09481
0.120326,5.77962,5.70823
1.14024,13.5284,8.83266
-1.66241,6.9935,10.8187
2.96294,-1.43662,3.68964
-0.479982,-0.816445,12.9086
2.02322,-9.69819,7.2585
5.94608,1.77056,7.12221
11.755,-1.63064,8.38769
2.63077,1.13021,7.0862
-8.02472,14.8628,4.11049
-5.20555,-3.21748,14.9088
5.15385,-9.20297,7.09045
8.23604,8.13136,12.2895
-5.85401,4.72781,5.33231
2.66317,-1.24811,17.384
0.524515,-10.5244,6.94622
-3.25601,9.69824,3.57609
6.42469,0.304085,10.4275
-5.9797,-2.59732,3.96681
5.81885,-3.84694,9.7974
1.97339,0.229127,6.6973
7.05192,-0.0185465,8.26146
-11.4235,-6.76771,3.87835
11.9726,10.4605,5.29255
3.12493,-1.48716,7.0435
8.83939,-10.6788,11.5818
0.942004,-3.33069,6.43675
5.20633,3.60831,4.44686
-4.98375,1.99488,6.21399
0.0822938,0.825927,7.3686
1.34539,-7.04686,12.2967
-8.51094,-2.02001,8.31945
2.42086,5.13326,13.6594
1.1864,6.46026,16.5375
9.2443,-1.19773,8.11835
4.96381,8.31432,9.40093
-17.5417,2.62351,3.44161
-4.84416,-6.35638,9.84952
8.84593,6.89212,10.2041
-6.41401,6.12485,12.6359
0.532625,2.4834,10.8483
1.05861,0.556899,3.95113
1.79155,-3.61638,12.7821
13.3805,-6.80787,7.76981
-14.6404,-2.32765,7.18642
-0.177498,-9.79131,12.1862
-5.99222,-3.51334,7.59195
-4.73757,6.64727,8.07982
1.18562,0.222219,4.87728
-11.2588,-12.9875,4.70113
-1.47113,-16.0914,6.78861
-5.46208,5.63892,2.84274
1.2678,9.57084,10.8412
-10.7403,-2.23681,4.34967
4.52424,-14.2398,1.36321
